epoch,epoch_train_loss,epoch_validation_loss,opt_param_group_lr,sinkhorn_2.0_training,sinkhorn_2.0_validation,sinkhorn_4.0_training,sinkhorn_4.0_validation,sinkhorn_6.0_training,sinkhorn_6.0_validation,step,total_epochs,velo_f_2.0_training,velo_f_2.0_validation,velo_f_4.0_training,velo_f_4.0_validation,velo_f_6.0_training,velo_f_6.0_validation,velo_g_2.0_training,velo_g_2.0_validation,velo_g_4.0_training,velo_g_4.0_validation,velo_g_6.0_training,velo_g_6.0_validation,velo_ratio_2.0_training,velo_ratio_2.0_validation,velo_ratio_4.0_training,velo_ratio_4.0_validation,velo_ratio_6.0_training,velo_ratio_6.0_validation
13,,,9.999999747378752e-05,0.0,,110.53734588623048,,331.0093078613281,,67,13.0,0.4548600316047668,,0.6249296069145203,,0.6280355453491211,,0.8002612590789795,,0.5932960510253906,,0.5546330213546753,,373.1119384765625,,209.28875732421875,,187.04820251464844,
13,,,9.999999747378752e-05,0.0,,105.39691162109376,,334.86083984375,,68,13.0,0.4647889137268066,,0.6303479075431824,,0.6337243914604187,,0.8083541393280029,,0.5887070298194885,,0.549042284488678,,370.5695190429688,,204.28050231933597,,181.10806274414065,
13,,,9.999999747378752e-05,0.0,,102.88427734375,,329.08892822265625,,69,13.0,0.4713451564311981,,0.6362770199775696,,0.6374591588973999,,0.793796956539154,,0.5835921764373779,,0.5499216914176941,,363.3653564453125,,198.73193359375,,179.77935791015625,
13,,444.6692504882813,9.999999747378752e-05,,0.0,,103.1135711669922,,341.5556640625,69,13.0,,0.4772820174694061,,0.6379194855690002,,0.6396357417106628,,0.6994231343269348,,0.5331671237945557,,0.4651103317737579,,330.3692321777344,,169.9185333251953,,126.50975036621094
13,432.1099548339844,,,,,,,,,69,,,,,,,,,,,,,,,,,,,
14,,,9.999999747378752e-05,0.0,,101.40692138671876,,334.35040283203125,,70,14.0,0.4709012508392334,,0.639143168926239,,0.6411787867546082,,0.78282231092453,,0.5703179836273193,,0.533008337020874,,360.4139099121094,,190.2527313232422,,168.2356414794922,
14,,,9.999999747378752e-05,0.0,,108.45599365234376,,348.4061279296875,,71,14.0,0.4744609892368316,,0.6446892619132996,,0.6454863548278809,,0.7830851674079895,,0.5766433477401733,,0.540630578994751,,358.7664794921875,,190.99143981933597,,170.57643127441406,
14,,,9.999999747378752e-05,0.0,,105.7424087524414,,339.8995056152344,,72,14.0,0.4784210324287414,,0.647403359413147,,0.649448812007904,,0.7763529419898987,,0.5683554410934448,,0.5314797163009644,,354.8545227050781,,185.20982360839844,,163.3377227783203,
14,,,9.999999747378752e-05,0.0,,107.0729522705078,,344.62127685546875,,73,14.0,0.4830622673034668,,0.6519665718078613,,0.652908444404602,,0.7635416388511658,,0.560724675655365,,0.5271616578102112,,348.69586181640625,,178.83140563964844,,159.12925720214844,
14,,,9.999999747378752e-05,0.0,,124.7330322265625,,371.2101440429688,,74,14.0,0.4900727868080139,,0.6557366251945496,,0.6568366885185242,,0.792880117893219,,0.5877833366394043,,0.5407984256744385,,354.1578369140625,,191.6537322998047,,165.2334442138672,
14,,465.8447265625,9.999999747378752e-05,,0.0,,109.83245086669922,,356.01226806640625,74,14.0,,0.4972675740718841,,0.6567968726158142,,0.6579078435897827,,0.6876317262649536,,0.5148788094520569,,0.4467793405056,,315.71612548828125,,149.9072265625,,105.56399536132812
14,457.1797790527344,,,,,,,,,74,,,,,,,,,,,,,,,,,,,
15,,,9.999999747378752e-05,0.0,,108.58892059326172,,354.6913757324219,,75,15.0,0.4931409955024719,,0.6566810011863708,,0.659564733505249,,0.7572914958000183,,0.5527898669242859,,0.5179834365844727,,341.8096618652344,,172.15023803710938,,150.47149658203125,
15,,,9.999999747378752e-05,0.0,,111.34140014648438,,355.5561828613281,,76,15.0,0.5021507143974304,,0.6638868451118469,,0.66286700963974,,0.7641300559043884,,0.5577439665794373,,0.521011471748352,,339.6083374023437,,171.52944946289062,,150.7322235107422,
